id,target
1635,7.5706534
1636,7.6131706
1637,7.5892673
1640,7.2741356
1642,7.635915
1643,7.31074
1644,7.494921
1646,7.5924034
1647,7.46571
1648,7.5971317
1654,7.3241005
1657,7.28054
1658,7.220474
1661,6.6561093
1668,7.0890293
1669,8.280936
1670,7.396232
1672,7.0862994
1675,7.2157717
1676,7.9033146
1678,7.1538773
1679,7.494019
1684,7.5747137
1686,7.191513
1691,7.1059723
1692,7.403692
1697,7.732964
1699,7.776827
1700,6.7010155
1703,7.3781548
1704,7.1624403
1707,7.8247676
1708,7.767203
1711,7.202868
1713,6.785442
1714,7.687915
1717,7.531096
1721,6.7699304
1723,6.743918
1724,7.6634007
1727,7.617791
1728,7.3351526
1731,7.913229
1735,7.8604317
1736,7.623619
1738,7.4814353
1740,7.205737
1741,7.6244583
1743,7.531042
1744,7.536172
1745,7.753598
1746,7.4473
1747,7.725122
1750,7.300799
1753,7.6494164
1760,7.2911105
1762,7.630453
1763,7.208053
1764,7.2333126
1766,8.307474
1767,7.536348
1769,7.7480288
1770,7.522456
1773,6.981964
1775,7.171265
1779,7.449859
1785,7.573358
1786,7.720472
1787,7.295362
1791,7.413255
1794,8.051272
1795,7.616227
1801,7.08855
1805,7.6503625
1811,8.061703
1815,7.4657164
1816,7.42399
1820,7.4630027
1822,7.448198
1823,7.6101675
1824,7.579329
1825,7.2662773
1826,7.021971
1829,7.3024664
1831,7.873698
1834,7.8266506
1835,7.5317135
1837,7.4853396
1839,7.1074867
1850,7.535456
1851,7.71641
1852,7.89815
1853,7.635238
1854,7.281375
1855,7.785519
1857,7.33362
1859,7.039228
1860,7.2298336
1861,6.8274417
1864,7.467824
1865,7.508572
1867,7.70426
1871,6.9085307
1872,7.36422
1873,7.379185
1875,7.346466
1876,7.4742846
1880,7.3702126
1882,7.50315
1883,7.9973583
1885,7.2928824
1888,7.878739
1894,7.352932
1902,7.8702464
1903,7.6609287
1908,6.785252
1910,8.126093
1915,7.2274876
1921,7.4574
1923,7.497165
1929,7.436163
1930,7.586408
1932,7.691515
1935,7.2462435
1936,7.454731
1937,7.520831
1938,7.406648
1939,7.530051
1945,7.4444256
1947,7.337472
1950,6.888304
1952,7.7063127
1955,7.366922
1962,7.242929
1963,7.3537717
1964,7.5621843
1967,7.435538
1968,7.5766416
1969,7.6994114
1972,7.0178328
1974,7.201415
1977,7.57715
1978,8.368516
1979,8.229787
1982,8.218643
1984,7.2965107
1985,7.178564
1988,7.0132527
1989,7.06556
1992,7.9333086
1994,7.5043077
1995,7.547887
1996,7.8217015
2001,7.6609354
2003,7.2289248
2007,7.3453283
2008,7.4301124
2010,7.6431007
2011,7.764322
2012,7.793384
2014,7.714702
2015,7.1522555
2017,7.566381
2018,7.3720217
2020,7.809248
2023,7.376066
2024,7.5798063
2025,7.561412
2028,7.414314
2029,7.187533
2033,7.4930296
2034,6.8519197
2035,7.260298
2036,7.296317
2037,7.361687
2038,7.6040945
2039,7.287733
2045,7.330935
2046,7.6139593
2052,7.6762195
2059,7.386283
2063,7.7794127
2064,7.4080915
2065,7.3091617
2066,7.690862
2069,7.355371
2078,7.586254
2082,7.494224
2086,7.404941
2090,7.825321
2095,7.6377754
2097,7.141653
2100,7.737546
2101,8.07026
2103,7.375244
2104,7.2968755
2105,7.713666
2107,7.2613654
2108,7.602435
2109,7.389122
2111,7.1510143
2112,7.868172
2114,7.517835
2115,7.591896
2116,7.4984035
2117,7.1547346
2118,7.099315
2119,7.2193656
2120,7.34767
2121,7.2613
2122,7.4783
2123,7.3350086
2124,7.45082
2126,6.929863
2129,7.335222
2130,7.1553307
2131,7.5259447
2134,8.120714
2136,7.0909305
2137,7.1032095
2141,7.1466093
2142,7.335934
2148,7.3607965
2150,7.743836
2153,7.80859
2154,7.6602116
2155,7.6335945
2156,7.5382466
2158,7.327619
2159,7.665471
2164,7.680067
2165,7.7671056
2166,7.237873
2170,7.1654983
2174,7.355285
2175,7.5382934
2178,7.2173743
2179,7.3743696
2184,7.688549
2185,7.617616
2186,6.908066
2190,8.074861
2195,7.2696347
2196,6.8870406
2197,7.5227165
2198,7.062428
2199,7.5686383
2201,7.3677855
2203,7.465247
2204,7.393296
2205,6.82184
2206,7.84995
2211,7.3467965
2214,7.1470804
2216,7.5949244
2217,7.3794546
2218,7.308957
2219,7.005497
2220,7.3826227
2221,7.5935116
2222,7.514098
2224,7.556404
2227,7.4789004
2231,7.3881717
2236,7.359943
2237,7.617394
2238,7.286481
2240,7.8487215
2242,8.131997
2246,7.548453
2248,7.5415945
2253,7.7091784
2254,7.8219247
2256,7.6866984
2260,7.709575
2264,7.2834816
2267,7.139504
2269,7.9583187
2270,7.4939075
2271,7.175514
2276,7.5532317
2280,7.617998
2281,7.5617323
2284,7.506274
2286,7.536334
2288,7.5242467
2289,7.4651465
2295,7.4909043
2302,7.9392853
2307,6.8108816
2308,7.21256
2309,8.351403
2310,7.484087
2312,7.498112
2316,7.5366445
2321,8.135239
2323,7.550164
2326,7.3264194
2327,7.4473867
2329,7.519342
2330,7.6621995
2331,7.329414
2334,7.406141
2337,7.585507
2338,7.205467
2342,7.3756905
2346,7.473896
2350,7.590177
2351,7.7527747
2355,7.758109
2356,7.1129074
2357,7.607826
2359,7.393219
2361,7.8364487
2365,7.327239
2369,7.6599617
2372,7.483001
2377,7.359175
2379,7.84908
2380,7.237638
2381,7.808921
2383,7.114909
2388,7.564709
2389,7.3757763
2390,7.7799673
2392,7.387317
2393,7.6584435
2396,7.063948
2398,7.316467
2399,7.5495925
2400,7.362745
2402,7.164275
2404,7.415297
2406,7.9816976
2410,7.7253175
2413,7.324489
2417,7.594585
2420,7.7311974
2421,7.1774807
2425,7.767046
2434,7.349232
2435,7.236727
2438,7.429876
2439,7.6186686
2443,7.459134
2445,7.8540416
2446,7.1362424
2448,7.204832
2451,7.5566444
2452,6.9030204
2453,7.8983893
2455,7.372349
2457,8.506153
2458,7.404963
2460,7.036106
2462,7.8530946
2464,7.6254992
2465,7.5068774
2470,7.104046
2475,7.5367775
2476,7.490875
2478,7.410525
2485,7.054104
2486,7.349333
2487,7.2825975
2489,7.4309683
2493,7.368699
2494,7.690379
2497,7.130743
2499,7.571078
2500,8.026438
2505,7.392812
2506,7.4870195
2511,7.088969
2514,7.1148305
2515,7.575802
2518,7.465869
2523,7.792846
2524,7.186045
2526,7.426401
2529,7.0069227
2533,7.6657696
2537,7.4645753
2538,7.326967
2540,7.167449
2542,8.235259
2544,6.5596094
2545,7.119982
2547,7.921503
2550,7.150191
2551,7.2807484
2555,7.627154
2558,7.53758
2559,7.513205
2560,7.597631
2563,7.835641
2572,7.127687
2573,7.2058573
2574,7.4078293
2575,7.5457697
2576,7.660986
2578,7.6978254
2579,7.2127457
2584,7.546351
2585,7.215388
2587,7.5435066
2589,7.5981665
2594,7.732346
2595,7.756078
2597,7.5687737
2598,7.056212
2602,7.6814046
2603,7.2676344
2604,7.5718994
2606,7.4425144
2607,6.9255424
2608,7.6268964
2610,7.4545517
2611,7.732072
2614,7.444049
2617,7.124027
2620,6.891706
2624,7.3901906
2625,7.970731
2626,7.6318617
2627,7.7663918
2629,7.48565
2630,7.3803115
2632,7.9589386
2638,7.824165
2639,7.4420824
2648,7.9462585
2649,6.8677034
2655,7.485788
2656,7.1828775
2657,7.8175373
2659,7.487242
2660,7.035859
2661,7.4263067
2663,6.8315244
2665,7.4221234
2668,7.7910547
2670,8.042634
2674,7.9888
2675,7.03592
2680,7.5352497
2682,7.2491107
2683,7.180314
2684,7.4721437
2687,7.3081584
2688,7.5950727
2689,7.2215776
2690,7.93982
2691,7.235519
2693,7.591353
2694,7.2753787
2699,7.195703
2702,7.2771273
2703,7.733893
2709,7.5701556
2716,7.648068
2717,7.2028136
2719,7.464034
2721,7.4235888
2722,7.925067
2732,7.442635
2735,7.287266
2739,7.451844
2743,7.561265
2744,7.3098483
2747,7.5081115
2748,7.365172
2750,7.647781
2752,7.6552925
2753,7.3213973
2755,7.584043
2756,7.491258
2759,7.1301103
2761,7.722655
2762,7.1874785
2763,7.303689
2764,7.655171
2770,7.365051
2771,7.1622734
2772,7.628027
2773,7.836506
2775,7.759902
2780,7.0308776
2782,7.1024485
2783,7.362565
2789,7.586082
2796,7.372605
2798,7.4396086
2799,7.1309457
2800,7.621151
2806,7.697404
2807,7.4909887
2814,7.2964053
2817,7.0560737
2818,7.62025
2820,7.3183923
2821,7.599897
2822,7.279289
2826,7.5397983
2827,7.8036337
2828,7.5469756
2830,7.5242176
2831,7.5521035
2832,7.2480593
2841,7.5812955
2842,7.647935
2848,7.422893
2849,7.55529
2851,7.196557
2852,7.329139
2853,6.9347496
2854,7.4362273
2860,6.945536
2862,7.471904
2865,7.32206
2866,7.676948
2867,7.1660886
2870,7.4089174
2875,8.033608
2877,7.33152
2878,7.574269
2879,7.0207114
2882,7.4944353
2883,7.9150567
2884,7.2691607
2885,7.4258304
2886,8.266174
2887,7.8884087
2889,8.109879
2890,7.032114
2895,7.535576
2896,7.9365363
2897,7.2609463
2899,7.7816844
2902,7.6232734
2908,7.8603683
2914,7.2890534
2916,7.518428
2917,7.5844407
2918,7.6910124
2920,7.526787
2922,7.5300517
2925,7.4527273
2928,7.151738
2929,7.2778087
2932,7.4672484
2933,7.2071233
2934,7.472606
2935,7.3265004
2936,7.3046403
2937,7.7898135
2939,7.6134906
2943,7.5021625
2946,7.5015917
2949,7.0814776
2950,7.730635
2951,7.5642014
2953,7.477881
2959,7.7037306
2963,7.279921
2967,7.7052803
2970,7.3900695
2974,7.3915663
2977,7.669912
2980,7.4918175
2981,7.306602
2986,7.633908
2987,6.800534
2988,7.1812973
2991,7.527916
2993,7.9394574
2994,7.4000106
2995,7.3998666
2996,7.30513
3001,6.8136735
3003,7.9451013
3005,8.253259
3008,7.0673146
3009,7.511018
3010,7.2685843
3011,7.5102096
3012,7.570969
3017,7.776089
3020,7.022722
3021,7.5044045
3022,7.2482276
3027,7.662996
3030,7.223241
3031,7.18638
3032,7.602877
3033,7.5196404
3035,7.751509
3038,7.4175754
3040,7.8422413
3043,7.389977
3045,8.105039
3046,7.3805313
3057,7.329856
3058,8.03277
3059,6.622981
3061,7.517116
3062,7.4955254
3063,7.409111
3064,7.609883
3067,7.3074713
3068,7.4019327
3070,7.0751424
3074,7.715125
3076,7.5083375
3077,7.8980613
3078,8.26073
3079,7.615385
3082,7.304925
3083,7.4883614
3084,7.681852
3088,7.641181
3089,7.1870685
3090,7.79976
3091,7.9508286
3092,7.685007
3093,7.7517366
3097,7.5617337
3098,7.075328
3099,7.3227053
3104,7.720809
3105,7.3477216
3106,7.6730275
3108,7.755163
3110,7.2378736
3112,7.389111
3113,6.6543303
3114,7.372949
3117,7.595011
3118,7.648727
3122,7.380053
3124,7.458039
3126,7.2016616
3129,7.7159185
3131,7.1030803
3133,7.192771
3135,7.568781
3138,7.451564
3140,7.42287
3146,7.683737
3152,7.903012
3156,7.7212253
3157,6.943826
3158,7.462209
3159,7.3132653
3160,7.3658032
3164,7.620807
3172,7.369379
3174,7.390673
3175,7.202989
3177,7.1948667
3183,7.3900256
3190,7.9432316
3192,8.048048
3195,6.9888964
3196,7.501008
3203,7.20986
3208,7.10642
3209,7.7062125
3210,7.6853213
3211,7.6351767
3215,7.822873
3216,8.031588
3218,7.465458
3220,7.9426003
3224,7.900175
3231,7.2605886
3234,7.482581
3235,7.717538
3236,7.3815136
3237,7.1422515
3239,7.5370045
3242,7.39329
3245,7.2011614
3251,7.5243254
3254,7.35058
3256,7.850947
3258,7.0379443
3260,7.3773317
3267,7.1818624
3268,7.282793
3270,7.316087
3272,7.4088945
3273,7.3639007
3274,7.8733783
3276,7.3332324
3277,7.8061557
3279,7.539002
3280,7.432969
3282,7.1935234
3283,7.362492
3286,7.4933662
3288,7.8389726
3290,6.6746163
3296,7.7903757
3298,7.2878246
3301,7.5514736
3302,7.288318
3304,7.566969
3305,6.6921363
3309,7.3353434
3311,7.75773
3316,7.1734123
3317,7.866325
3318,7.416925
3328,7.36885
3330,7.5121202
3331,7.1339707
3332,7.1410346
3334,7.251532
3337,7.0899916
3338,7.766083
3343,8.036881
3346,7.5621266
3353,7.4557376
3354,7.7576222
3360,7.265108
3366,7.312846
3367,7.6091104
3370,7.2311196
3371,7.82866
3372,7.2748346
3374,7.413716
3376,7.291272
3378,7.3332577
3379,7.47435
3382,8.208379
3383,7.2426963
3385,7.9348106
3386,7.164646
3396,7.687529
3400,7.743054
3401,7.5721555
3403,7.5316772
3408,7.2943907
3412,7.377943
3415,7.4930873
3416,7.395493
3420,7.522455
3422,7.2595263
3424,7.573069
3427,7.355155
3428,7.492515
3430,7.5072
3431,7.751733
3432,6.884681
3440,7.7867856
3441,7.8533244
3442,7.146595
3444,7.50144
3445,7.2679877
3446,7.3834414
3449,7.3072
3453,7.073603
3454,7.583398
3459,7.264109
3462,7.0804024
3463,7.161458
3464,7.125321
3465,7.5132847
3469,7.077821
3470,7.51471
3471,7.326583
3472,7.7270265
3476,7.3195667
3477,7.2500553
3479,7.5784516
3493,7.672946
3494,7.706258
3496,7.387564
3497,7.88012
3498,7.517723
3502,7.3594203
3505,7.5088625
3506,7.6820416
3508,8.107733
3512,6.9535956
3513,7.544249
3514,7.432735
3518,6.5730557
3520,7.8651834
3524,7.3000607
3525,7.117485
3529,7.5082994
3530,7.450264
3532,7.4758816
3535,7.861814
3539,7.3471103
3540,7.4498563
3543,7.973728
3547,7.9408975
3548,7.5080757
3549,7.58282
3558,7.1191077
3561,7.500886
3562,7.3745475
3565,7.622553
3568,7.09368
3570,6.9356837
3581,7.4241657
3585,7.4489055
3586,7.8641424
3589,7.8022203
3591,7.886048
3592,7.5394435
3598,7.017265
3602,7.2696915
3603,7.053636
3606,7.183258
3610,7.01253
3611,7.262183
3612,7.997719
3614,7.5998335
3619,7.364109
3620,7.2531304
3622,8.000919
3624,7.807131
3628,7.176231
3630,7.6794767
3639,7.316095
3642,7.269819
3649,7.088259
3650,7.335548
3651,7.772594
3652,7.272282
3654,7.390155
3657,7.5987663
3661,7.8094487
3662,7.69566
3664,7.818063
3670,7.406619
3673,7.5283284
3677,7.4684834
3678,6.8388047
3679,7.7372146
3682,7.8929534
3683,7.7044797
3686,7.0231247
3687,7.1477904
3690,7.74651
3692,7.4336615
3694,6.9839053
3697,7.244332
3698,7.140444
3701,7.7479167
3702,7.6640115
3703,8.051381
3709,7.408377
3712,7.2916903
3717,6.681601
3722,7.2276387
3726,6.8024383
3731,7.4978075
3735,7.560994
3736,7.203255
3737,7.2759204
3740,6.4362125
3741,7.5555115
3742,7.926178
3743,7.381738
3746,7.4684258
3749,7.93857
3750,7.2791777
3754,7.1788483
3758,7.1552453
3759,8.022296
3760,7.4278874
3766,7.6049895
3767,7.3972387
3768,7.064373
3775,7.556778
3777,7.0876703
3778,8.11326
3779,7.152036
3787,7.478935
3788,7.6173344
3789,8.0063505
3791,7.714952
3792,7.9286456
3793,8.23017
3799,7.454923
3800,7.168293
3804,7.354833
3805,7.4353385
3809,7.4566
3812,7.169923
3813,7.571611
3815,7.3035417
3816,7.7924647
3817,7.979314
3818,7.4597607
3820,7.6994157
3822,8.010858
3830,7.20305
3832,7.2493677
3834,7.487221
3835,7.5895925
3837,7.629986
3838,7.5175815
3840,7.3842626
3845,7.4841185
3847,7.500072
3848,6.9244857
3849,7.248113
3850,7.4493604
3851,7.7836103
3854,7.2011113
3856,7.7697887
3858,7.880448
3859,7.9199724
3860,7.412816
3861,7.864357
3862,8.362547
3864,7.8842225
3865,7.2924023
3866,7.012747
3869,7.7724695
3872,7.1681075
3874,7.342979
3876,7.7655263
3879,7.4123507
3880,7.7999864
3882,7.8848276
3883,8.210417
3884,7.715675
3890,7.9250646
3892,6.969606
3897,7.2744
3899,7.4325356
3903,7.3760486
3906,7.4971404
3911,7.0532503
3915,7.621195
3916,7.2948947
3918,7.0638404
3919,7.244438
3922,7.885251
3926,7.366012
3930,7.7409587
3937,7.542746
3940,7.49748
3943,7.5798535
3956,7.5053325
3957,7.583702
3961,7.531025
3962,7.6234946
3964,7.686346
3967,7.582676
3969,7.7121506
3970,7.036551
3972,7.480757
3975,7.6170664
3980,7.6414657
3981,7.9275856
3982,7.588924
3983,7.5176325
3988,7.5828714
3989,7.971884
3994,7.1886015
4002,7.4330373
4003,7.116287
4004,7.609025
4006,7.3101826
4009,7.467959
4011,7.587437
4012,7.2516937
4015,8.242081
4016,7.1464334
4018,7.662231
4021,7.4651766
4023,7.4134364
4024,7.580569
4026,7.514603
4027,7.601385
4028,7.8251457
4029,7.533024
4032,7.3729777
4033,7.5531845
4036,7.4665017
4038,7.1956415
4040,7.624059
4042,7.681016
4043,7.555729
4045,8.042609
4048,7.494471
4050,7.2548575
4051,7.382559
4056,7.278822
4060,8.015662
4066,7.8401704
4068,8.579678
4070,7.216095
4071,7.450784
4072,7.2162247
4073,7.325764
4074,7.1636777
4076,7.755199
4077,7.3005505
4078,7.275584
4083,7.2855334
4086,7.1942286
